account_id,visit_cnt,last_visit_date,revenue
678704,3,2020-11-14,30
679024,2,2020-12-09,50
679040,4,2020-12-16,80
679056,1,2021-01-29,70
678514,1,2021-01-21,10
678610,4,2020-12-05,200
662488,1,2021-01-09,80
662680,34,2020-12-03,400
674635,2,2020-11-28,70
674667,8,2020-11-27,160
674843,2,2020-12-13,290
674891,2,2020-12-21,350
664186,8,2021-02-07,1070
678667,8,2020-12-13,290
679115,4,2020-11-19,390
668007,1,2020-12-14,1630
668135,14,2021-02-20,240
668183,12,2021-02-04,740
668279,5,2020-12-01,1910
662430,1,2020-11-28,40
662542,2,2021-01-01,210
662638,8,2020-12-26,100
674609,2,2020-11-11,50
674641,3,2021-01-02,70
664304,2,2020-12-28,40
664320,1,2021-02-10,120
664384,4,2021-02-21,90
664448,5,2020-12-02,110
678673,1,2020-11-17,20
678705,1,2020-11-15,10
678753,4,2020-12-25,60
679105,6,2020-11-30,240
679169,1,2021-01-16,310
668189,2,2020-12-15,30
668205,1,2020-12-24,1080
666101,9,2021-01-22,250
662471,7,2021-02-01,110
662487,1,2021-01-04,320
662615,2,2021-02-03,290
674666,9,2020-12-18,240
674730,1,2020-11-02,20
674826,4,2020-11-28,130
664249,16,2021-02-19,1180
664473,1,2020-11-21,1010
657953,4,2021-01-23,160
678666,5,2021-01-17,530
678714,1,2021-02-04,50
678794,6,2021-01-11,170
678810,2,2020-11-27,400
678986,1,2020-12-02,60
679066,9,2020-12-06,230
679082,2,2020-11-10,50
679130,8,2021-01-16,220
668022,21,2021-02-08,260
668054,1,2020-12-21,510
668102,5,2021-01-23,380
668246,12,2020-12-30,190
679193,14,2020-11-11,240
672008,9,2020-12-19,290
660490,1,2021-01-17,570
660570,3,2021-01-26,550
660943,3,2020-12-22,510
672187,3,2020-12-25,240
672267,2,2021-01-16,1060
672315,2,2021-02-09,800
672459,7,2020-12-30,580
661291,1,2021-02-16,10
661307,2,2021-01-30,20
661339,1,2020-12-01,70
678463,5,2021-01-29,70
678543,4,2020-11-11,90
666099,1,2020-12-27,30
666115,28,2020-12-11,630
666131,1,2020-12-04,1460
662421,1,2020-12-18,380
662517,3,2020-11-24,1460
674664,2,2020-12-16,80
674760,11,2021-01-02,1100
674856,2,2021-01-23,330
664263,1,2020-12-24,30
664343,2,2020-12-18,820
678664,8,2021-01-12,260
678696,1,2020-11-30,50
678744,9,2020-12-21,510
678824,5,2020-11-28,350
678856,1,2020-11-20,70
678888,5,2021-01-19,450
679000,3,2020-12-23,40
679128,1,2021-01-09,170
679160,1,2020-12-17,340
668036,5,2021-02-04,520
668260,2,2020-11-23,40
666154,5,2020-11-19,100
666170,2,2021-02-10,260
662460,1,2021-02-03,1080
662476,1,2021-02-06,600
662540,8,2020-11-28,270
662556,1,2020-12-15,10
662572,1,2021-01-18,440
662684,3,2021-02-22,140
674623,1,2020-11-06,50
674751,2,2021-01-28,30
664222,1,2020-12-26,60
664270,5,2020-12-03,290
664430,3,2020-12-25,490
678831,8,2020-12-01,450
678863,2,2020-11-12,550
678895,6,2021-01-20,150
679167,2,2020-12-15,80
679183,6,2021-01-14,160
667995,3,2021-01-09,320
668011,1,2020-12-09,620
668107,27,2021-01-01,630
668139,12,2021-02-24,990
668187,9,2020-12-14,570
668235,10,2021-01-04,1200
668251,2,2020-12-11,260
668267,13,2021-01-21,770
678516,1,2020-12-04,50
666088,18,2021-02-05,280
666168,1,2021-01-12,170
674653,1,2021-02-02,230
674669,33,2021-01-08,490
674749,1,2020-12-07,100
674813,6,2021-01-16,1120
664204,3,2021-02-09,1120
664284,4,2020-12-08,110
664316,8,2021-02-04,190
664428,2,2020-12-26,440
678685,2,2020-12-30,70
678701,4,2021-02-01,510
678941,2,2021-01-20,40
679005,4,2020-12-13,150
679085,7,2021-01-13,160
668121,2,2020-11-27,150
668169,2,2021-01-16,860
668281,1,2020-12-30,210
679217,18,2020-12-24,430
679345,4,2020-11-05,150
668658,16,2021-01-25,350
668690,2,2020-12-31,390
668722,4,2020-12-26,230
668802,3,2021-01-14,120
668978,1,2021-01-11,40
674926,1,2021-01-03,140
674942,2,2020-11-23,120
675006,37,2020-12-16,820
662932,1,2021-01-21,50
663012,2,2021-01-20,800
675059,1,2020-12-06,10
675091,3,2021-01-05,530
675155,2,2021-01-10,30
675235,3,2020-12-08,200
675299,2,2020-11-09,80
658473,1,2020-12-03,130
658537,2,2021-02-18,70
658617,1,2020-12-22,160
668304,1,2020-11-27,250
668320,1,2020-12-11,50
679363,1,2021-01-07,20
679411,1,2020-11-11,60
679443,2,2021-01-23,100
679523,1,2021-02-02,140
668644,5,2021-01-24,130
668660,22,2021-02-17,1110
668740,1,2020-11-06,20
668868,10,2021-01-12,330
668932,2,2021-01-07,300
674912,5,2020-11-18,50
674944,7,2020-11-18,500
674976,2,2020-12-21,50
674992,2,2020-12-01,330
662710,8,2020-12-07,260
662774,2,2021-01-31,420
662790,1,2020-11-27,10
662886,5,2021-02-20,490
675157,4,2020-12-02,110
675189,1,2021-01-14,290
675269,5,2020-11-25,80
675301,3,2020-12-20,160
668335,1,2020-11-18,60
679218,1,2020-12-14,20
679314,1,2020-12-22,40
679330,16,2020-11-09,430
679394,5,2021-01-27,140
668659,11,2020-12-17,350
668675,4,2021-01-12,400
668787,1,2020-12-11,10
668803,1,2021-02-02,120
668835,1,2020-12-14,490
668867,9,2020-12-09,930
674975,2,2020-12-17,100
662837,2,2021-01-20,50
662885,1,2021-01-28,150
675044,10,2020-12-09,1060
675204,5,2021-01-22,80
675252,6,2021-02-07,170
658506,1,2021-02-24,20
658650,3,2021-01-13,400
658333,1,2021-02-19,30
672608,9,2021-02-03,570
672752,2,2021-01-31,40
672768,3,2020-12-26,200
661600,1,2021-02-04,30
661648,1,2020-12-22,90
661712,2,2021-01-25,80
678334,6,2021-01-15,100
678366,4,2020-12-15,190
666885,34,2021-02-16,350
666933,17,2020-12-19,380
667077,5,2020-12-24,1000
667189,4,2021-01-16,170
667237,1,2021-01-03,60
667285,7,2021-02-06,1450
667365,3,2020-11-29,170
667525,5,2020-12-28,460
667541,11,2021-01-17,880
678483,2,2020-11-30,70
668237,27,2020-12-09,530
668301,2,2020-12-25,30
679200,6,2021-01-12,210
679312,2,2020-12-15,230
679344,1,2020-11-12,60
679440,1,2021-01-20,50
679472,2,2020-12-14,70
668769,3,2021-02-15,350
668801,1,2020-11-23,990
668849,15,2020-12-28,600
668897,10,2021-01-22,1750
662851,8,2021-01-22,200
663011,1,2021-01-18,160
663043,1,2021-01-19,10
663059,1,2020-12-29,10
675026,14,2020-12-18,380
675202,4,2021-01-05,190
675330,1,2020-12-18,30
658568,2,2021-01-27,210
679231,2,2020-12-24,130
679311,2,2021-01-22,100
668640,41,2021-01-30,1620
668688,13,2020-12-19,1100
668848,1,2020-12-15,1750
668992,10,2021-01-07,990
674908,2,2020-11-22,80
662738,1,2020-12-18,60
662946,6,2021-01-21,130
675089,2,2021-01-11,360
675137,2,2021-01-31,510
675249,2,2020-12-03,180
658583,1,2020-12-23,10
679196,2,2020-11-24,330
679244,5,2021-01-05,240
679436,1,2020-11-25,70
679452,12,2020-11-13,410
679516,5,2020-11-26,110
679532,4,2021-01-15,60
668701,2,2020-11-18,300
668749,6,2020-12-22,170
668813,2,2020-12-19,30
668877,3,2021-01-06,110
668909,12,2020-12-28,640
668925,5,2021-01-30,1130
674905,2,2021-01-20,220
674969,10,2020-12-22,670
675001,4,2021-01-05,180
662815,3,2021-01-05,300
662863,8,2020-12-21,300
662991,3,2021-02-24,60
663007,5,2020-12-18,80
675022,1,2020-11-23,50
675182,3,2020-12-18,170
675214,6,2021-01-21,570
675278,6,2021-01-06,130
658468,7,2020-12-02,120
658692,1,2021-01-15,60
679337,13,2020-12-10,310
679481,1,2021-01-26,70
668634,6,2020-12-23,190
668730,11,2021-01-06,840
668762,4,2021-01-24,580
668794,3,2021-01-23,370
668858,10,2021-01-04,830
668986,11,2021-01-22,450
674934,3,2021-01-02,180
674950,1,2021-01-09,20
674966,4,2020-12-05,90
674998,6,2020-11-20,220
662796,10,2021-01-30,130
663068,7,2020-12-16,420
675035,10,2020-11-11,100
675131,2,2021-01-02,350
675211,3,2020-11-30,220
675307,5,2020-11-18,80
679336,2,2020-11-24,20
679496,1,2021-01-24,30
668649,16,2021-01-12,460
668729,4,2020-11-20,50
668745,1,2021-01-27,90
668777,3,2021-01-09,1460
668873,3,2021-01-13,150
668921,13,2020-12-01,1510
668985,4,2021-01-03,280
674981,14,2020-11-19,270
662875,5,2020-12-03,50
662923,1,2020-12-23,60
675034,2,2020-11-04,790
675146,5,2020-11-22,560
675226,6,2020-12-24,220
668311,4,2020-12-13,470
679290,4,2020-12-10,140
679418,2,2021-01-13,350
679466,4,2020-12-19,80
668779,6,2021-01-07,180
668811,14,2020-12-24,220
668827,4,2021-01-30,130
674951,1,2020-12-13,150
662797,8,2020-12-14,80
675052,2,2020-12-02,370
675100,15,2020-12-08,780
675116,3,2020-11-25,200
675132,4,2020-12-04,400
675196,1,2021-01-10,20
675260,1,2020-11-11,70
675308,2,2020-12-17,560
675324,4,2020-12-15,150
679444,1,2020-11-23,50
679508,1,2021-01-20,80
668629,8,2021-02-17,480
668661,2,2021-01-22,30
668693,4,2020-12-18,490
668821,2,2021-01-17,130
668917,5,2021-02-10,80
668933,3,2021-02-01,1300
674961,5,2020-12-23,300
674993,3,2021-01-09,1030
662823,1,2020-12-14,10
663031,1,2020-12-25,850
663063,3,2021-02-15,1100
675078,8,2020-11-14,470
675174,1,2020-12-30,10
675190,14,2021-01-23,300
675270,1,2020-12-03,80
658764,2,2021-02-18,30
679239,1,2020-11-29,90
679319,2,2020-11-25,40
679335,9,2020-12-22,190
668712,2,2021-01-12,170
668888,1,2020-12-18,90
668904,5,2020-11-18,970
674900,9,2021-01-23,700
674932,4,2020-12-20,480
675081,14,2021-01-22,580
675273,3,2020-12-29,40
658703,1,2021-02-12,120
658735,6,2020-12-09,160
679222,1,2021-01-21,10
679238,2,2020-12-09,30
679270,7,2020-12-20,250
679398,4,2021-01-22,110
679414,3,2021-01-22,160
679510,1,2020-11-14,10
668631,10,2021-01-06,380
668775,1,2021-01-01,190
668791,2,2021-01-14,210
668823,3,2021-02-03,230
668855,1,2020-11-23,210
674931,19,2021-01-27,350
674963,6,2021-01-20,220
674995,4,2020-12-13,100
662889,7,2020-12-23,400
662937,3,2020-12-01,310
663001,2,2021-01-30,640
663017,4,2020-12-26,180
663049,1,2020-12-23,10
675016,3,2020-12-20,110
675096,3,2020-11-23,140
675112,1,2020-11-13,30
675160,3,2020-11-20,530
658478,1,2021-01-12,20
658702,1,2020-12-03,20
679317,4,2020-12-24,320
679333,14,2021-01-26,470
679477,1,2020-11-19,190
668822,1,2020-12-18,1240
668902,13,2020-12-28,440
674930,2,2020-12-01,190
662808,3,2020-11-24,760
662888,1,2021-01-10,130
675287,3,2020-12-16,70
658509,2,2020-12-10,20
679310,1,2020-11-30,140
679358,1,2021-01-12,70
679486,5,2021-01-03,460
668671,1,2020-12-13,1440
668735,2,2021-01-03,1180
668799,1,2021-01-31,30
668815,1,2020-12-15,180
668863,1,2020-11-18,80
668911,3,2020-11-27,720
674907,1,2020-12-28,500
674955,1,2020-12-13,130
662817,1,2020-12-24,170
662961,1,2020-12-31,130
662977,5,2021-01-05,140
675008,2,2020-12-03,90
675104,1,2020-11-11,20
675120,2,2021-01-30,350
675184,3,2020-12-17,440
658598,1,2021-01-18,590
673110,1,2021-01-02,10
658319,1,2020-12-24,10
672578,1,2021-01-25,40
672706,1,2021-01-22,40
661538,1,2021-01-08,290
667127,4,2020-12-18,230
667175,11,2021-02-15,1260
667271,12,2021-01-26,440
667351,1,2020-11-20,120
667415,5,2021-02-15,410
667431,9,2020-12-06,1570
667607,3,2021-01-31,50
678437,1,2020-11-18,60
678579,2,2020-12-09,130
666087,9,2021-02-07,370
666103,9,2020-12-27,210
666135,17,2021-01-23,450
666151,2,2020-12-22,1380
666183,3,2021-01-29,1040
662585,2,2021-01-12,140
662617,2,2021-01-06,420
674748,3,2021-01-04,440
674844,3,2021-01-19,120
674860,9,2020-12-31,180
674876,1,2021-01-01,700
674892,3,2020-12-31,290
664267,2,2021-01-04,200
664347,2,2021-02-05,870
678780,4,2020-11-20,40
678844,1,2020-12-29,10
678972,3,2020-12-28,120
668056,3,2020-12-16,140
668120,10,2021-02-13,460
668184,6,2020-11-26,650
668216,3,2020-12-11,460
668280,6,2021-01-12,240
673194,10,2020-12-26,460
673383,1,2020-11-05,790
673415,7,2020-12-12,250
673495,4,2021-01-26,560
673543,1,2020-12-08,20
673591,14,2021-01-30,530
673655,1,2020-11-06,140
673671,12,2020-12-12,120
677296,6,2020-11-22,810
677344,2,2021-01-01,30
677424,5,2020-11-19,640
677456,7,2020-11-20,160
677488,4,2020-11-23,520
677520,2,2021-01-14,160
677536,2,2021-02-05,180
677552,1,2021-01-05,120
677568,17,2021-02-02,680
677584,1,2021-01-06,30
677632,2,2021-01-02,370
667666,17,2021-01-09,830
667714,22,2021-02-05,650
667826,10,2020-11-23,240
667874,1,2021-01-03,20
667938,2,2021-01-27,30
678065,1,2020-12-11,10
678097,1,2021-02-05,30
658777,1,2021-01-10,290
673097,1,2021-01-22,50
673193,1,2021-01-08,30
673225,22,2021-01-04,550
673241,3,2021-02-03,70
673289,1,2020-12-02,290
673398,8,2021-02-05,120
673414,8,2021-01-06,300
673526,1,2020-12-04,20
673622,10,2020-12-15,170
673638,7,2021-02-06,1310
673654,1,2020-11-25,50
677423,3,2020-12-03,150
677471,7,2021-01-08,230
677487,2,2020-12-08,210
677503,3,2021-01-17,90
667665,8,2021-02-16,1290
667729,2,2020-12-03,180
667761,3,2020-12-17,450
667857,12,2021-01-31,440
667873,1,2020-12-15,40
667889,1,2020-11-28,60
678096,3,2020-11-20,70
673099,18,2020-11-21,750
673371,1,2020-12-21,40
673496,2,2021-01-10,210
673512,1,2021-01-13,640
673544,1,2020-11-27,440
673624,9,2020-12-05,960
673640,3,2020-11-13,190
673656,8,2020-11-18,1130
673784,1,2020-12-20,350
673800,9,2021-01-04,690
677265,3,2021-01-07,110
677281,1,2021-01-01,630
677297,1,2021-01-21,760
677345,2,2021-02-06,30
677505,5,2020-12-27,720
659050,4,2021-01-04,110
667651,2,2020-11-12,50
667699,2,2021-01-07,20
673138,2,2021-02-08,20
673154,8,2020-12-27,740
673170,8,2021-01-27,340
673218,1,2021-01-17,290
673346,1,2021-01-07,190
673487,4,2020-12-20,90
673535,1,2020-12-28,30
673727,2,2020-12-27,580
677336,3,2020-12-30,230
677368,1,2020-11-30,80
677576,1,2021-01-22,100
677608,3,2020-11-29,460
677656,1,2020-12-25,30
658865,2,2020-12-11,80
667706,1,2020-12-30,190
667754,9,2020-12-11,90
667802,27,2021-02-16,580
667914,1,2020-11-23,30
667962,6,2020-12-20,550
678073,8,2021-01-29,210
678089,3,2021-01-01,190
658800,2,2021-01-12,320
673216,4,2020-12-19,560
673264,1,2021-01-19,320
673360,2,2021-01-18,610
673453,3,2020-12-30,40
673581,2,2020-11-30,230
673629,3,2020-12-27,770
673677,1,2020-12-11,40
673741,4,2020-12-09,160
677270,1,2020-12-02,20
677286,1,2021-01-24,130
677302,9,2021-01-31,300
677334,2,2020-12-14,510
677414,1,2021-01-14,570
677494,14,2021-01-04,180
677510,5,2020-11-15,550
658943,8,2021-01-11,220
667640,6,2021-02-07,230
667784,1,2021-01-24,10
667816,6,2021-01-25,510
667848,11,2020-12-25,1510
667896,8,2020-12-25,840
667912,1,2021-02-04,910
678119,2,2021-01-24,40
658807,2,2021-01-02,160
673127,8,2020-12-26,230
673143,2,2020-12-13,140
673223,13,2020-12-30,940
673239,7,2020-12-01,580
673303,6,2021-01-05,370
673412,3,2020-12-25,40
673508,3,2021-01-25,130
673684,6,2020-12-03,140
673764,1,2020-12-14,90
677453,2,2020-11-22,80
677485,4,2020-12-04,850
677597,1,2021-01-17,30
677629,11,2020-11-19,330
677645,2,2020-11-27,70
667919,5,2021-01-06,1730
667967,21,2021-01-29,930
673224,7,2021-01-10,590
673256,1,2020-11-19,60
673336,6,2020-12-06,1100
673429,2,2021-01-18,60
673445,1,2021-01-25,1220
673525,7,2020-12-05,260
673557,6,2021-01-07,590
673589,7,2021-01-22,990
673669,1,2021-01-22,140
677422,2,2020-12-16,30
677470,7,2020-11-28,250
677486,21,2021-01-08,450
677518,3,2020-11-28,260
677534,4,2021-01-01,350
667664,1,2020-12-22,1540
667680,3,2020-12-19,780
667792,2,2021-01-21,20
667936,2,2021-01-27,180
667952,19,2021-01-03,1750
678111,7,2021-01-24,140
673121,8,2020-12-10,980
673137,2,2020-11-29,30
673281,1,2020-12-10,40
673361,7,2020-12-28,240
673390,2,2020-11-29,90
673422,4,2020-11-06,60
673566,2,2021-01-23,140
673630,13,2020-11-11,350
673726,1,2020-12-13,30
677303,3,2021-01-31,130
677351,9,2021-02-01,230
677367,4,2020-12-15,50
677399,4,2020-12-29,430
677623,1,2020-12-16,650
658944,4,2021-02-19,190
659024,2,2021-01-21,20
659232,4,2020-12-18,160
667769,2,2021-02-13,350
667881,27,2021-01-30,1990
667961,3,2020-11-20,960
678088,7,2020-12-24,150
673190,1,2020-12-14,20
673238,7,2020-12-22,670
673254,1,2020-11-24,100
673270,5,2021-01-13,190
673334,12,2021-01-28,420
673366,6,2020-12-16,230
673523,18,2020-12-16,340
673539,1,2020-12-02,20
673555,1,2020-12-26,30
673635,1,2021-01-08,210
673651,1,2020-12-30,50
673747,3,2021-01-14,190
673763,3,2020-12-13,200
673795,1,2020-12-18,140
677340,5,2020-12-01,630
677356,7,2020-11-21,780
677388,1,2020-11-11,540
677580,3,2020-12-06,150
677612,1,2020-12-31,10
658917,3,2021-01-08,200
659077,1,2021-02-09,110
667694,2,2021-01-18,160
667758,1,2020-12-29,330
667886,3,2021-01-20,800
673260,9,2021-01-24,360
673324,3,2020-12-05,220
673385,1,2021-02-01,730
673433,3,2021-01-11,30
673481,3,2021-01-19,90
673657,2,2020-11-11,880
673673,3,2021-01-25,920
673721,1,2021-01-07,460
673769,8,2020-11-10,1380
673801,5,2020-12-18,420
677266,3,2020-12-11,910
677330,3,2020-12-21,730
677538,1,2020-11-23,670
658923,1,2021-01-19,10
659067,1,2021-02-08,60
667668,14,2021-01-21,490
667684,3,2020-12-01,650
667780,2,2020-12-11,100
667876,5,2021-01-01,150
667956,7,2021-01-17,480
667972,1,2020-12-26,280
678067,12,2020-12-07,140
673182,6,2020-12-16,610
673198,17,2021-01-13,580
673262,5,2020-12-22,50
673310,1,2020-12-28,60
673342,6,2021-01-03,110
673374,4,2021-01-22,60
673387,19,2020-12-13,1400
673435,3,2021-01-29,250
673451,7,2021-01-29,90
673483,1,2020-12-21,20
673579,1,2021-01-01,960
673611,7,2021-01-05,670
673659,4,2021-01-05,190
673739,1,2020-12-25,80
673771,1,2021-01-07,310
673803,6,2020-12-23,260
677268,3,2021-01-28,60
677364,16,2020-12-31,240
677588,4,2020-12-17,50
667702,2,2020-12-02,170
667734,5,2021-02-06,180
667766,2,2020-12-17,310
667894,2,2020-11-28,70
667910,3,2020-12-06,30
673119,4,2020-11-30,1210
673263,4,2020-12-30,600
673295,4,2020-11-15,260
673788,3,2020-12-13,380
677269,12,2020-11-20,260
677445,5,2020-12-25,330
677493,3,2021-01-25,160
667751,5,2020-11-19,150
667911,1,2020-12-15,1080
673124,2,2020-12-17,350
673188,9,2021-01-21,330
673220,4,2020-11-27,280
673252,1,2021-01-02,40
673300,1,2021-01-23,270
673316,5,2021-01-31,120
673425,2,2021-01-20,50
673553,9,2020-12-29,1160
673601,2,2020-11-21,150
673617,2,2020-12-17,160
673681,10,2020-12-14,320
677370,3,2020-12-05,90
677402,19,2020-12-19,470
677498,4,2020-11-18,50
667676,19,2021-01-23,1670
667708,1,2020-12-10,140
667772,1,2020-11-29,190
667820,6,2020-12-10,60
667964,2,2020-11-18,780
678075,5,2020-11-10,160
673325,1,2021-01-10,750
673341,9,2021-01-04,230
673386,2,2020-12-07,90
673402,1,2020-11-19,30
673434,1,2021-01-21,330
673482,35,2021-01-19,1160
673610,3,2020-12-11,120
673658,3,2020-11-21,1120
673754,16,2020-12-28,430
673770,16,2021-01-13,340
677315,6,2021-02-02,110
677347,4,2020-12-02,190
677411,9,2020-12-23,160
677443,14,2020-12-15,270
677475,5,2021-01-24,280
677491,2,2020-12-27,30
677507,10,2020-12-21,430
667637,1,2021-01-23,20
667701,3,2021-01-11,90
667765,2,2020-12-02,630
667829,1,2021-01-21,200
678100,1,2020-11-11,20
679259,2,2020-12-03,250
679291,4,2020-11-10,260
679323,1,2021-01-07,10
668636,7,2020-12-09,550
668684,15,2021-01-28,150
668812,2,2020-12-17,510
668972,1,2020-12-11,170
674952,5,2020-11-22,50
675000,1,2020-11-11,30
662846,1,2021-01-04,40
662958,2,2021-01-13,790
675069,1,2021-01-20,160
675117,2,2021-01-23,350
675149,5,2021-01-31,180
675181,21,2020-12-12,800
675293,1,2020-12-01,50
658755,1,2020-12-09,30
678581,1,2020-12-29,210
662475,6,2020-12-03,100
662699,1,2021-01-03,450
674878,7,2021-01-01,190
664381,5,2021-01-13,530
664397,1,2021-01-06,150
678670,4,2021-01-15,240
679070,1,2021-01-05,20
679102,1,2020-11-08,110
668074,4,2021-02-03,60
668186,9,2021-01-05,680
668202,1,2020-11-29,40
674357,4,2020-12-16,470
674373,1,2020-12-23,520
674389,3,2020-11-08,100
674421,1,2020-11-23,680
674437,1,2020-12-07,890
674469,3,2021-01-02,360
674485,2,2020-12-02,100
674581,6,2020-12-12,90
674597,3,2020-12-04,270
665849,14,2021-02-08,340
665897,4,2020-12-10,300
665913,1,2021-02-01,20
677782,1,2021-01-25,40
677830,2,2020-11-25,490
678006,1,2020-12-02,40
658419,3,2021-01-12,150
672842,1,2021-01-18,1340
673002,1,2020-12-23,50
674214,12,2020-11-30,240
674342,1,2020-11-06,130
674582,8,2020-11-29,380
674598,7,2020-12-07,480
665898,1,2021-02-08,60
665914,8,2021-02-15,600
666010,12,2020-12-24,420
666026,9,2021-01-14,800
677687,5,2020-11-21,270
677719,1,2020-12-16,10
677735,15,2021-01-25,440
677751,5,2020-12-15,140
677831,4,2020-12-07,100
677847,1,2020-11-13,60
672811,2,2021-01-05,60
672923,1,2020-12-02,110
673019,10,2020-12-13,370
673067,9,2020-12-29,90
674231,2,2020-12-19,300
674263,6,2021-02-07,130
674359,3,2020-12-07,270
674439,14,2020-11-25,600
674519,2,2020-12-23,60
674583,3,2020-12-17,70
665883,7,2020-12-17,420
665947,17,2021-01-06,360
665979,15,2021-01-10,1040
677816,2,2020-12-13,120
677912,6,2020-11-26,90
677928,2,2020-12-26,20
677976,11,2020-12-18,180
672828,2,2021-01-14,160
672876,13,2020-12-21,620
672908,2,2021-01-31,860
673004,11,2021-02-09,370
673036,4,2021-01-03,300
673084,22,2020-11-21,320
674324,1,2020-11-06,150
674372,13,2020-12-27,440
674436,3,2021-01-07,1080
674564,4,2020-11-16,1190
674580,6,2021-01-01,140
665832,35,2021-01-23,860
665880,20,2021-02-11,430
665912,1,2020-12-18,690
665944,2,2020-12-23,380
666024,22,2020-12-19,260
666040,6,2021-02-17,1070
677781,10,2020-12-13,290
677845,3,2020-11-15,70
677861,5,2021-01-10,270
677973,9,2020-11-12,230
678053,1,2020-11-06,10
672793,5,2020-11-20,620
672841,3,2020-11-05,40
672937,3,2020-11-14,990
674254,10,2020-12-13,150
674302,2,2020-12-03,20
674366,1,2020-11-29,90
674382,1,2021-01-24,20
674478,1,2020-11-23,10
665842,3,2021-01-19,260
665858,1,2021-02-03,20
665922,15,2020-12-22,1450
665970,1,2021-01-04,100
666050,1,2020-12-07,30
666066,22,2021-01-21,760
677679,1,2020-11-18,140
677711,13,2021-01-17,370
677775,2,2020-11-27,550
677839,3,2020-12-20,160
677999,1,2020-11-06,60
678031,1,2021-01-20,30
672787,3,2020-12-08,30
672899,4,2020-12-10,1320
672963,1,2020-11-21,590
673075,1,2020-11-10,80
673091,2,2021-01-25,180
674211,5,2020-12-08,110
674323,2,2021-01-19,50
674547,1,2020-12-25,40
674563,4,2020-12-17,190
674595,13,2021-01-03,350
665831,4,2020-12-14,290
665943,2,2020-12-08,60
665991,8,2020-12-18,110
677700,6,2020-11-25,110
677732,2,2020-11-28,140
677924,1,2020-12-12,530
672792,4,2020-11-03,230
672872,1,2020-11-27,90
672968,2,2020-11-19,440
673016,7,2021-01-03,160
673080,1,2021-01-23,610
674432,1,2021-01-14,160
674448,2,2020-12-19,80
674464,1,2020-12-03,770
674592,4,2020-11-26,130
665876,2,2021-02-05,180
665892,12,2021-01-03,410
666052,2,2020-11-10,1110
677777,1,2020-11-26,290
677809,3,2020-11-17,330
677857,1,2021-01-18,160
677889,2,2021-02-04,30
678017,9,2020-11-16,120
672789,4,2021-01-01,40
672821,8,2021-01-02,290
672965,1,2020-11-24,970
672981,3,2021-02-01,300
673013,9,2021-01-11,570
673045,3,2020-11-15,30
674457,14,2020-12-17,240
674489,1,2021-01-20,140
674537,1,2020-11-11,150
665965,2,2021-02-01,60
665997,1,2020-11-25,190
677754,1,2020-11-18,700
677802,1,2020-12-07,110
677914,2,2021-01-30,370
678010,1,2020-12-01,10
678042,1,2021-01-21,190
672862,3,2020-11-20,80
672878,1,2020-12-15,130
672958,4,2020-12-27,150
673022,14,2021-01-26,310
673086,11,2020-12-13,150
674322,3,2020-12-10,200
674370,2,2020-12-25,520
674594,10,2021-01-21,510
665942,13,2020-12-29,290
666006,1,2020-12-12,220
677699,1,2021-01-26,170
677731,4,2020-12-18,210
677795,2,2020-12-26,320
672791,5,2020-11-22,630
672871,9,2020-12-02,290
673015,2,2021-01-09,100
673047,9,2020-11-23,600
673079,2,2021-01-29,260
674280,9,2020-12-19,200
674328,3,2020-11-29,440
674392,1,2020-12-19,280
674424,1,2020-12-01,410
674584,1,2020-12-09,140
665868,1,2020-12-20,720
666012,3,2020-11-22,320
677945,1,2021-01-27,10
672877,7,2020-11-29,200
672893,4,2020-11-29,120
672989,1,2020-12-22,100
674235,8,2021-02-10,160
674315,4,2020-12-16,60
674443,1,2021-01-05,110
674475,1,2020-12-16,1020
674539,1,2021-01-09,210
665855,10,2021-01-12,280
666031,1,2021-01-29,800
677676,3,2020-12-19,70
677692,4,2021-01-27,140
677788,2,2020-11-18,160
677932,2,2020-12-22,30
677980,4,2020-12-21,730
678028,9,2021-01-06,220
658425,4,2021-02-17,170
668702,61,2021-01-26,1100
668830,1,2020-12-20,1750
668942,1,2020-11-03,20
668990,4,2021-01-14,560
674986,2,2021-01-30,130
662784,7,2021-01-04,100
662976,11,2020-12-01,580
663040,7,2021-02-02,390
675103,4,2021-01-07,180
675119,3,2021-01-25,260
675135,2,2020-12-14,450
675167,1,2020-12-04,200
675231,10,2020-12-30,100
675263,8,2020-11-21,600
658629,1,2020-12-12,70
658677,1,2021-02-19,20
674314,4,2021-01-24,280
674394,1,2020-12-17,710
674410,1,2020-12-13,20
674506,3,2020-12-18,160
665870,3,2020-11-10,30
665950,12,2020-12-29,700
665982,3,2020-12-04,70
678027,10,2021-01-30,190
672815,29,2021-02-08,830
672831,9,2021-01-30,410
672895,5,2020-12-08,370
672927,6,2020-11-22,170
674300,1,2021-01-03,20
674460,14,2020-11-20,410
674508,5,2020-11-18,290
674556,2,2021-01-11,80
674572,2,2021-01-05,20
665824,2,2020-11-25,130
665888,6,2020-11-29,60
666032,1,2020-12-28,80
677837,4,2021-01-04,90
672785,4,2021-02-10,1100
672849,2,2021-01-11,1000
672897,1,2020-11-15,40
672977,3,2020-12-31,610
673009,2,2020-12-24,70
674413,2,2020-12-27,820
674461,11,2021-02-09,500
666001,48,2020-12-19,480
